1.0,0.29268292682926833,0.4222222222222223,0.3783635365183964,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.5243902439024389,0.3888888888888888,0.4947830862163647,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.8658536585365855,0.6444444444444445,0.0318506315211422,0,0,1,0,10,10,120,1,1,1,1,1
0.0,0.7439024390243903,0.2777777777777778,0.4931356397583744,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.4024390243902439,0.6333333333333333,0.1488193300384404,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.5487804878048781,0.6666666666666666,0.3948380010982977,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.6097560975609757,0.5222222222222223,0.486545853926414,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.5,0.0222222222222222,0.18231740801757268,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.4024390243902439,0.3222222222222222,0.18725974739154305,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.036585365853658534,0.09999999999999998,0.4426139483800109,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.451219512195122,0.5222222222222223,0.2339373970345964,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.7804878048780488,0.5111111111111111,0.15211422295442056,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.012195121951219523,0.34444444444444444,0.025809994508511732,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.6463414634146342,0.5888888888888889,0.6562328390993959,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.2195121951219512,0.14444444444444446,0.13618890719384946,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.451219512195122,0.7666666666666667,0.33552992861065345,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.4438234689260889,0.3933887952032977,0.2597473915431081,0,0,0,1,10,10,120,1,1,1,1,1
0.0,0.4634146341463416,0.2333333333333333,0.8967600219659528,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.4024390243902439,0.3666666666666667,0.3399231191652937,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.41463414634146345,0.8333333333333334,0.5260845689181768,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.012195121951219523,0.3222222222222222,0.6765513454146073,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.4438234689260889,0.3933887952032977,0.16694124107633168,0,0,0,1,10,10,120,1,1,1,1,1
0.0,0.3780487804878049,0.4222222222222223,0.036243822075782466,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.4438234689260889,0.3933887952032977,0.05107084019769348,0,0,0,1,10,10,120,1,1,1,1,1
1.0,0.7804878048780488,0.4888888888888889,0.258099945085118,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.06097560975609759,0.055555555555555525,0.1625480505216913,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.5731707317073171,0.7444444444444444,0.3223503569467325,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.3780487804878049,0.0222222222222222,0.4552443712246017,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.02439024390243902,0.08888888888888885,0.4481054365733113,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.41463414634146345,0.4888888888888889,0.5799011532125204,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.3658536585365855,0.33333333333333337,0.10653487095002744,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.4438234689260889,0.3933887952032977,0.5573860516199889,0,0,0,1,10,10,120,1,1,1,1,1
1.0,0.8170731707317074,0.4888888888888889,0.1647446457990115,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.5365853658536586,0.06666666666666665,0.1136738056013179,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.6463414634146342,0.06666666666666665,0.0065897858319604605,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.29268292682926833,0.5555555555555556,0.2921471718835804,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.10975609756097562,0.12222222222222225,0.15595826468973084,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.4438234689260889,0.3933887952032977,0.18671059857221306,0,0,0,1,10,10,120,1,1,1,1,1
1.0,0.29268292682926833,0.25555555555555554,0.5733113673805601,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.5609756097560976,0.5444444444444444,0.13563975837451947,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.5121951219512195,0.15555555555555556,0.2970895112575508,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.15853658536585366,0.2666666666666666,0.0054914881933003645,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.7926829268292683,0.12222222222222225,0.15376166941241076,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.2439024390243903,0.3111111111111111,0.15705656232839094,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.4878048780487806,0.09999999999999998,0.5475013728720484,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.2804878048780488,0.6333333333333333,0.5573860516199889,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.0975609756097561,0.4111111111111111,0.1976935749588138,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.4438234689260889,0.3933887952032977,0.13783635365183955,0,0,0,1,10,10,120,1,1,1,1,1
1.0,0.7317073170731708,0.7000000000000001,0.3596924766611751,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.5121951219512195,0.6444444444444445,0.3327841845140033,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.29268292682926833,0.0222222222222222,0.7814387699066447,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.5853658536585367,0.16666666666666666,0.9225700164744646,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.3902439024390244,0.3555555555555555,0.0159253157605711,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.426829268292683,0.12222222222222225,0.33827567270730363,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.13414634146341467,0.3111111111111111,0.28610653487094995,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.7073170731707318,0.43333333333333335,0.3102690829214717,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.10975609756097562,0.18888888888888888,0.11971444261394835,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.19512195121951226,0.2222222222222222,0.11037891268533773,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.4438234689260889,0.3933887952032977,0.5063152114222953,0,0,0,1,10,10,120,1,1,1,1,1
0.0,0.5121951219512195,0.6111111111111112,0.022515101592531558,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.5487804878048781,0.7777777777777778,0.9637561779242174,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.7195121951219513,0.4222222222222223,0.1460735859417902,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.4438234689260889,0.3933887952032977,0.5227896760021966,0,0,0,1,10,10,120,1,1,1,1,1
1.0,0.451219512195122,0.5888888888888889,0.16749038989566167,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.5609756097560976,0.6444444444444445,0.02690829214717183,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.3292682926829269,0.3222222222222222,0.07633168588687532,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.475609756097561,0.30000000000000004,0.4091158704008786,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.12195121951219515,0.14444444444444446,0.17133443163097195,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.5731707317073171,0.5555555555555556,0.08017572762218561,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.6463414634146342,0.7444444444444444,0.022515101592531558,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.2682926829268293,0.033333333333333326,0.8369028006589785,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.02439024390243902,0.18888888888888888,0.25755079626578803,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.2439024390243903,0.055555555555555525,0.07468423942888514,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.6219512195121952,0.7666666666666667,0.4338275672707304,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.5975609756097562,0.4888888888888889,0.7270730367929708,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.3170731707317074,0.34444444444444444,0.1317957166392092,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.8048780487804879,0.08888888888888885,0.5826468973091707,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.6463414634146342,0.2666666666666666,0.0032948929159801747,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.13414634146341467,0.3111111111111111,0.18835804503020315,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.0,0.2777777777777778,0.058209774848984035,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.4024390243902439,0.7222222222222222,0.2740252608456891,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.4024390243902439,0.5666666666666667,0.2877539813289401,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.7804878048780488,0.8555555555555555,0.115321252059308,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.7804878048780488,0.8777777777777779,0.014277869302580903,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.5731707317073171,0.6,0.1647446457990115,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.3292682926829269,0.2333333333333333,0.04008786381109275,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.4438234689260889,0.3933887952032977,0.17408017572762213,0,0,0,1,10,10,120,1,1,1,1,1
0.0,0.5487804878048781,0.2333333333333333,0.099945085118067,1,0,0,0,10,10,120,1,1,1,1,1
1.0,0.4024390243902439,0.7444444444444444,0.2641405820977485,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.4878048780487806,0.8777777777777779,0.14058209774848973,0,1,0,0,10,10,120,1,1,1,1,1
0.0,0.06097560975609759,0.1333333333333333,0.7369577155409115,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.036585365853658534,0.15555555555555556,0.41900054914881935,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.3780487804878049,0.6111111111111112,0.12520593080724873,0,1,0,0,10,10,120,1,1,1,1,1
1.0,0.4878048780487806,0.011111111111111072,0.4497528830313013,1,0,0,0,10,10,120,1,1,1,1,1
0.0,0.4438234689260889,0.3933887952032977,0.3470620538165843,0,0,0,1,10,10,120,1,1,1,1,1
0.0,0.13414634146341467,0.09999999999999998,0.8341570565623284,0,1,0,0,10,10,120,1,1,1,1,1
